id,name,tax_payer_company/id,tax_payer_partner/id,withholding_calc_id/id,withholding_id/id,withholding_cate_product/id
R159,RETENCION 8% Renta Compra 320,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w19,withholding_odoo.4,withholding_odoo.category_8
R160,RETENCION 8% Renta Compra 320,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w19,withholding_odoo.4,withholding_odoo.category_8
R161,RETENCION 8% Renta Compra 320,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_01,withholding_odoo.w19,withholding_odoo.4,withholding_odoo.category_8
R162,RETENCION 8% Renta Compra 320,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_02,withholding_odoo.w19,withholding_odoo.4,withholding_odoo.category_8
R163,RETENCION 8% Renta Compra 320,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_03,withholding_odoo.w19,withholding_odoo.4,withholding_odoo.category_8
R164,RETENCION 8% Renta Compra 320,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_04,withholding_odoo.w19,withholding_odoo.4,withholding_odoo.category_8
R165,RETENCION 8% Renta Compra 320,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_01,withholding_odoo.w19,withholding_odoo.4,withholding_odoo.category_8
R166,RETENCION 8% Renta Compra 320,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_02,withholding_odoo.w19,withholding_odoo.4,withholding_odoo.category_8
R167,RETENCION 8% Renta Compra 320,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_03,withholding_odoo.w19,withholding_odoo.4,withholding_odoo.category_8
R168,RETENCION 8% Renta Compra 320,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_04,withholding_odoo.w19,withholding_odoo.4,withholding_odoo.category_8
R169,RETENCION 8% Renta Compra 320,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_01,withholding_odoo.w19,withholding_odoo.4,withholding_odoo.category_8
R170,RETENCION 8% Renta Compra 320,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_02,withholding_odoo.w19,withholding_odoo.4,withholding_odoo.category_8
R171,RETENCION 8% Renta Compra 320,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_03,withholding_odoo.w19,withholding_odoo.4,withholding_odoo.category_8
R172,RETENCION 8% Renta Compra 320,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_04,withholding_odoo.w19,withholding_odoo.4,withholding_odoo.category_8
R173,RETENCION 1.75% Renta Compra 322,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_01,withholding_odoo.w20,withholding_odoo.4,withholding_odoo.category_9
R174,RETENCION 1.75% Renta Compra 322,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_02,withholding_odoo.w20,withholding_odoo.4,withholding_odoo.category_9
R175,RETENCION 1.75% Renta Compra 322,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w20,withholding_odoo.4,withholding_odoo.category_9
R176,RETENCION 1.75% Renta Compra 322,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w20,withholding_odoo.4,withholding_odoo.category_9
R177,RETENCION 1.75% Renta Compra 322,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_01,withholding_odoo.w20,withholding_odoo.4,withholding_odoo.category_9
R178,RETENCION 1.75% Renta Compra 322,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_02,withholding_odoo.w20,withholding_odoo.4,withholding_odoo.category_9
R179,RETENCION 1.75% Renta Compra 322,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_03,withholding_odoo.w20,withholding_odoo.4,withholding_odoo.category_9
R180,RETENCION 1.75% Renta Compra 322,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_04,withholding_odoo.w20,withholding_odoo.4,withholding_odoo.category_9
R181,RETENCION 1.75% Renta Compra 322,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_01,withholding_odoo.w20,withholding_odoo.4,withholding_odoo.category_9
R182,RETENCION 1.75% Renta Compra 322,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_02,withholding_odoo.w20,withholding_odoo.4,withholding_odoo.category_9
R183,RETENCION 1.75% Renta Compra 322,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_03,withholding_odoo.w20,withholding_odoo.4,withholding_odoo.category_9
R184,RETENCION 1.75% Renta Compra 322,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_04,withholding_odoo.w20,withholding_odoo.4,withholding_odoo.category_9
R185,RETENCION 1.75% Renta Compra 322,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_01,withholding_odoo.w20,withholding_odoo.4,withholding_odoo.category_9
R186,RETENCION 1.75% Renta Compra 322,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_02,withholding_odoo.w20,withholding_odoo.4,withholding_odoo.category_9
R187,RETENCION 1.75% Renta Compra 322,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_03,withholding_odoo.w20,withholding_odoo.4,withholding_odoo.category_9
R188,RETENCION 1.75% Renta Compra 322,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_04,withholding_odoo.w20,withholding_odoo.4,withholding_odoo.category_9
R189,RETENCION 0% Renta Compra 332,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_01,withholding_odoo.w21,withholding_odoo.4,withholding_odoo.category_14
R190,RETENCION 0% Renta Compra 332,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_02,withholding_odoo.w21,withholding_odoo.4,withholding_odoo.category_14
R191,RETENCION 0% Renta Compra 332,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w21,withholding_odoo.4,withholding_odoo.category_14
R192,RETENCION 0% Renta Compra 332,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w21,withholding_odoo.4,withholding_odoo.category_14
R193,RETENCION 0% Renta Compra 332,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_01,withholding_odoo.w21,withholding_odoo.4,withholding_odoo.category_14
R194,RETENCION 0% Renta Compra 332,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_02,withholding_odoo.w21,withholding_odoo.4,withholding_odoo.category_14
R195,RETENCION 0% Renta Compra 332,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_03,withholding_odoo.w21,withholding_odoo.4,withholding_odoo.category_14
R196,RETENCION 0% Renta Compra 332,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_04,withholding_odoo.w21,withholding_odoo.4,withholding_odoo.category_14
R197,RETENCION 0% Renta Compra 332,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_01,withholding_odoo.w21,withholding_odoo.4,withholding_odoo.category_14
R198,RETENCION 0% Renta Compra 332,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_02,withholding_odoo.w21,withholding_odoo.4,withholding_odoo.category_14
R199,RETENCION 0% Renta Compra 332,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_03,withholding_odoo.w21,withholding_odoo.4,withholding_odoo.category_14
R200,RETENCION 0% Renta Compra 332,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_04,withholding_odoo.w21,withholding_odoo.4,withholding_odoo.category_14
R201,RETENCION 0% Renta Compra 332,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_01,withholding_odoo.w21,withholding_odoo.4,withholding_odoo.category_14
R202,RETENCION 0% Renta Compra 332,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_02,withholding_odoo.w21,withholding_odoo.4,withholding_odoo.category_14
R203,RETENCION 0% Renta Compra 332,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_03,withholding_odoo.w21,withholding_odoo.4,withholding_odoo.category_14
R204,RETENCION 0% Renta Compra 332,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_04,withholding_odoo.w21,withholding_odoo.4,withholding_odoo.category_14
R205,RETENCION 2.75% Renta Compra 3440,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_01,withholding_odoo.w22,withholding_odoo.4,withholding_odoo.category_26
R206,RETENCION 2.75% Renta Compra 3440,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_02,withholding_odoo.w22,withholding_odoo.4,withholding_odoo.category_26
R207,RETENCION 2.75% Renta Compra 3440,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w22,withholding_odoo.4,withholding_odoo.category_26
R208,RETENCION 2.75% Renta Compra 3440,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w22,withholding_odoo.4,withholding_odoo.category_26
R209,RETENCION 2.75% Renta Compra 3440,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_01,withholding_odoo.w22,withholding_odoo.4,withholding_odoo.category_26
R210,RETENCION 2.75% Renta Compra 3440,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_02,withholding_odoo.w22,withholding_odoo.4,withholding_odoo.category_26
R211,RETENCION 2.75% Renta Compra 3440,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_03,withholding_odoo.w22,withholding_odoo.4,withholding_odoo.category_26
R212,RETENCION 2.75% Renta Compra 3440,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_04,withholding_odoo.w22,withholding_odoo.4,withholding_odoo.category_26
R213,RETENCION 2.75% Renta Compra 3440,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_01,withholding_odoo.w22,withholding_odoo.4,withholding_odoo.category_26
R214,RETENCION 2.75% Renta Compra 3440,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_02,withholding_odoo.w22,withholding_odoo.4,withholding_odoo.category_26
R215,RETENCION 2.75% Renta Compra 3440,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_03,withholding_odoo.w22,withholding_odoo.4,withholding_odoo.category_26
R216,RETENCION 2.75% Renta Compra 3440,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_04,withholding_odoo.w22,withholding_odoo.4,withholding_odoo.category_26
R217,RETENCION 2.75% Renta Compra 3440,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_01,withholding_odoo.w22,withholding_odoo.4,withholding_odoo.category_26
R218,RETENCION 2.75% Renta Compra 3440,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_02,withholding_odoo.w22,withholding_odoo.4,withholding_odoo.category_26
R219,RETENCION 2.75% Renta Compra 3440,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_03,withholding_odoo.w22,withholding_odoo.4,withholding_odoo.category_26
R220,RETENCION 2.75% Renta Compra 3440,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_04,withholding_odoo.w22,withholding_odoo.4,withholding_odoo.category_26
R221,RETENCION 1.75% Renta Compra 319,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_01,withholding_odoo.w23,withholding_odoo.4,withholding_odoo.category_7
R222,RETENCION 1.75% Renta Compra 319,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_02,withholding_odoo.w23,withholding_odoo.4,withholding_odoo.category_7
R223,RETENCION 1.75% Renta Compra 319,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w23,withholding_odoo.4,withholding_odoo.category_7
R224,RETENCION 1.75% Renta Compra 319,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w23,withholding_odoo.4,withholding_odoo.category_7
R225,RETENCION 1.75% Renta Compra 319,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_01,withholding_odoo.w23,withholding_odoo.4,withholding_odoo.category_7
R226,RETENCION 1.75% Renta Compra 319,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_02,withholding_odoo.w23,withholding_odoo.4,withholding_odoo.category_7
R227,RETENCION 1.75% Renta Compra 319,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_03,withholding_odoo.w23,withholding_odoo.4,withholding_odoo.category_7
R228,RETENCION 1.75% Renta Compra 319,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_04,withholding_odoo.w23,withholding_odoo.4,withholding_odoo.category_7
R229,RETENCION 1.75% Renta Compra 319,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_01,withholding_odoo.w23,withholding_odoo.4,withholding_odoo.category_7
R230,RETENCION 1.75% Renta Compra 319,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_02,withholding_odoo.w23,withholding_odoo.4,withholding_odoo.category_7
R231,RETENCION 1.75% Renta Compra 319,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_03,withholding_odoo.w23,withholding_odoo.4,withholding_odoo.category_7
R232,RETENCION 1.75% Renta Compra 319,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_04,withholding_odoo.w23,withholding_odoo.4,withholding_odoo.category_7
R233,RETENCION 1.75% Renta Compra 319,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_01,withholding_odoo.w23,withholding_odoo.4,withholding_odoo.category_7
R234,RETENCION 1.75% Renta Compra 319,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_02,withholding_odoo.w23,withholding_odoo.4,withholding_odoo.category_7
R235,RETENCION 1.75% Renta Compra 319,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_03,withholding_odoo.w23,withholding_odoo.4,withholding_odoo.category_7
R236,RETENCION 1.75% Renta Compra 319,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_04,withholding_odoo.w23,withholding_odoo.4,withholding_odoo.category_7
R237,RETENCION 25% Renta Compra 421,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_01,withholding_odoo.w24,withholding_odoo.4,withholding_odoo.category_22
R238,RETENCION 25% Renta Compra 421,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_02,withholding_odoo.w24,withholding_odoo.4,withholding_odoo.category_22
R239,RETENCION 25% Renta Compra 421,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w24,withholding_odoo.4,withholding_odoo.category_22
R240,RETENCION 25% Renta Compra 421,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w24,withholding_odoo.4,withholding_odoo.category_22
R241,RETENCION 25% Renta Compra 421,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_01,withholding_odoo.w24,withholding_odoo.4,withholding_odoo.category_22
R242,RETENCION 25% Renta Compra 421,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_02,withholding_odoo.w24,withholding_odoo.4,withholding_odoo.category_22
R243,RETENCION 25% Renta Compra 421,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_03,withholding_odoo.w24,withholding_odoo.4,withholding_odoo.category_22
R244,RETENCION 25% Renta Compra 421,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_04,withholding_odoo.w24,withholding_odoo.4,withholding_odoo.category_22
R245,RETENCION 25% Renta Compra 421,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_01,withholding_odoo.w24,withholding_odoo.4,withholding_odoo.category_22
R246,RETENCION 25% Renta Compra 421,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_02,withholding_odoo.w24,withholding_odoo.4,withholding_odoo.category_22
R247,RETENCION 25% Renta Compra 421,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_03,withholding_odoo.w24,withholding_odoo.4,withholding_odoo.category_22
R248,RETENCION 25% Renta Compra 421,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_04,withholding_odoo.w24,withholding_odoo.4,withholding_odoo.category_22
R249,RETENCION 25% Renta Compra 421,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_01,withholding_odoo.w24,withholding_odoo.4,withholding_odoo.category_22
R250,RETENCION 25% Renta Compra 421,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_02,withholding_odoo.w24,withholding_odoo.4,withholding_odoo.category_22
R251,RETENCION 25% Renta Compra 421,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_03,withholding_odoo.w24,withholding_odoo.4,withholding_odoo.category_22
R252,RETENCION 25% Renta Compra 421,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_04,withholding_odoo.w24,withholding_odoo.4,withholding_odoo.category_22
R253,RETENCION 10% Renta Ventas 303,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_01,withholding_odoo.w25,withholding_odoo.3,withholding_odoo.category_25
R254,RETENCION 10% Renta Ventas 303,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_02,withholding_odoo.w25,withholding_odoo.3,withholding_odoo.category_25
R255,RETENCION 10% Renta Ventas 303,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w25,withholding_odoo.3,withholding_odoo.category_25
R256,RETENCION 10% Renta Ventas 303,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w25,withholding_odoo.3,withholding_odoo.category_25
R257,RETENCION 10% Renta Ventas 303,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_01,withholding_odoo.w25,withholding_odoo.3,withholding_odoo.category_25
R258,RETENCION 10% Renta Ventas 303,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_02,withholding_odoo.w25,withholding_odoo.3,withholding_odoo.category_25
R259,RETENCION 10% Renta Ventas 303,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_03,withholding_odoo.w25,withholding_odoo.3,withholding_odoo.category_25
R260,RETENCION 10% Renta Ventas 303,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_04,withholding_odoo.w25,withholding_odoo.3,withholding_odoo.category_25
R261,RETENCION 10% Renta Ventas 303,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_01,withholding_odoo.w25,withholding_odoo.3,withholding_odoo.category_25
R262,RETENCION 10% Renta Ventas 303,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_02,withholding_odoo.w25,withholding_odoo.3,withholding_odoo.category_25
R263,RETENCION 10% Renta Ventas 303,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_03,withholding_odoo.w25,withholding_odoo.3,withholding_odoo.category_25
R264,RETENCION 10% Renta Ventas 303,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_04,withholding_odoo.w25,withholding_odoo.3,withholding_odoo.category_25
R265,RETENCION 10% Renta Ventas 303,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_01,withholding_odoo.w25,withholding_odoo.3,withholding_odoo.category_25
R266,RETENCION 10% Renta Ventas 303,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_02,withholding_odoo.w25,withholding_odoo.3,withholding_odoo.category_25
R267,RETENCION 10% Renta Ventas 303,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_03,withholding_odoo.w25,withholding_odoo.3,withholding_odoo.category_25
R268,RETENCION 10% Renta Ventas 303,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_04,withholding_odoo.w25,withholding_odoo.3,withholding_odoo.category_25
R269,RETENCION 8% Renta Ventas 304,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_01,withholding_odoo.w26,withholding_odoo.3,withholding_odoo.category_1
R270,RETENCION 8% Renta Ventas 304,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_02,withholding_odoo.w26,withholding_odoo.3,withholding_odoo.category_1
R271,RETENCION 8% Renta Ventas 304,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w26,withholding_odoo.3,withholding_odoo.category_1
R272,RETENCION 8% Renta Ventas 304,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w26,withholding_odoo.3,withholding_odoo.category_1
R273,RETENCION 8% Renta Ventas 304,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_01,withholding_odoo.w26,withholding_odoo.3,withholding_odoo.category_1
R274,RETENCION 8% Renta Ventas 304,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_02,withholding_odoo.w26,withholding_odoo.3,withholding_odoo.category_1
R275,RETENCION 8% Renta Ventas 304,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_03,withholding_odoo.w26,withholding_odoo.3,withholding_odoo.category_1
R276,RETENCION 8% Renta Ventas 304,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_04,withholding_odoo.w26,withholding_odoo.3,withholding_odoo.category_1
R277,RETENCION 8% Renta Ventas 304,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_01,withholding_odoo.w26,withholding_odoo.3,withholding_odoo.category_1
R278,RETENCION 8% Renta Ventas 304,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_02,withholding_odoo.w26,withholding_odoo.3,withholding_odoo.category_1
R279,RETENCION 8% Renta Ventas 304,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_03,withholding_odoo.w26,withholding_odoo.3,withholding_odoo.category_1
R280,RETENCION 8% Renta Ventas 304,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_04,withholding_odoo.w26,withholding_odoo.3,withholding_odoo.category_1
R281,RETENCION 8% Renta Ventas 304,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_01,withholding_odoo.w26,withholding_odoo.3,withholding_odoo.category_1
R282,RETENCION 8% Renta Ventas 304,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_02,withholding_odoo.w26,withholding_odoo.3,withholding_odoo.category_1
R283,RETENCION 8% Renta Ventas 304,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_03,withholding_odoo.w26,withholding_odoo.3,withholding_odoo.category_1
R284,RETENCION 8% Renta Ventas 304,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_04,withholding_odoo.w26,withholding_odoo.3,withholding_odoo.category_1
R285,RETENCION 2% Renta Ventas 307,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_01,withholding_odoo.w27,withholding_odoo.3,withholding_odoo.category_2
R286,RETENCION 2% Renta Ventas 307,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_02,withholding_odoo.w27,withholding_odoo.3,withholding_odoo.category_2
R287,RETENCION 2% Renta Ventas 307,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w27,withholding_odoo.3,withholding_odoo.category_2
R288,RETENCION 2% Renta Ventas 307,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w27,withholding_odoo.3,withholding_odoo.category_2
R289,RETENCION 2% Renta Ventas 307,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_01,withholding_odoo.w27,withholding_odoo.3,withholding_odoo.category_2
R290,RETENCION 2% Renta Ventas 307,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_02,withholding_odoo.w27,withholding_odoo.3,withholding_odoo.category_2
R291,RETENCION 2% Renta Ventas 307,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_03,withholding_odoo.w27,withholding_odoo.3,withholding_odoo.category_2
R292,RETENCION 2% Renta Ventas 307,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_04,withholding_odoo.w27,withholding_odoo.3,withholding_odoo.category_2
R293,RETENCION 2% Renta Ventas 307,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_01,withholding_odoo.w27,withholding_odoo.3,withholding_odoo.category_2
R294,RETENCION 2% Renta Ventas 307,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_02,withholding_odoo.w27,withholding_odoo.3,withholding_odoo.category_2
R295,RETENCION 2% Renta Ventas 307,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_03,withholding_odoo.w27,withholding_odoo.3,withholding_odoo.category_2
R296,RETENCION 2% Renta Ventas 307,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_04,withholding_odoo.w27,withholding_odoo.3,withholding_odoo.category_2
R297,RETENCION 2% Renta Ventas 307,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_01,withholding_odoo.w27,withholding_odoo.3,withholding_odoo.category_2
R298,RETENCION 2% Renta Ventas 307,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_02,withholding_odoo.w27,withholding_odoo.3,withholding_odoo.category_2
R299,RETENCION 2% Renta Ventas 307,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_03,withholding_odoo.w27,withholding_odoo.3,withholding_odoo.category_2
R300,RETENCION 2% Renta Ventas 307,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_04,withholding_odoo.w27,withholding_odoo.3,withholding_odoo.category_2
R301,RETENCION 10% Renta Ventas 308,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_01,withholding_odoo.w28,withholding_odoo.3,withholding_odoo.category_3
R302,RETENCION 10% Renta Ventas 308,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_02,withholding_odoo.w28,withholding_odoo.3,withholding_odoo.category_3
R303,RETENCION 10% Renta Ventas 308,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w28,withholding_odoo.3,withholding_odoo.category_3
R304,RETENCION 10% Renta Ventas 308,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w28,withholding_odoo.3,withholding_odoo.category_3
R305,RETENCION 10% Renta Ventas 308,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_01,withholding_odoo.w28,withholding_odoo.3,withholding_odoo.category_3
R306,RETENCION 10% Renta Ventas 308,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_02,withholding_odoo.w28,withholding_odoo.3,withholding_odoo.category_3
R307,RETENCION 10% Renta Ventas 308,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_03,withholding_odoo.w28,withholding_odoo.3,withholding_odoo.category_3
R308,RETENCION 10% Renta Ventas 308,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_04,withholding_odoo.w28,withholding_odoo.3,withholding_odoo.category_3
R309,RETENCION 10% Renta Ventas 308,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_01,withholding_odoo.w28,withholding_odoo.3,withholding_odoo.category_3
R310,RETENCION 10% Renta Ventas 308,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_02,withholding_odoo.w28,withholding_odoo.3,withholding_odoo.category_3
R311,RETENCION 10% Renta Ventas 308,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_03,withholding_odoo.w28,withholding_odoo.3,withholding_odoo.category_3
R312,RETENCION 10% Renta Ventas 308,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_04,withholding_odoo.w28,withholding_odoo.3,withholding_odoo.category_3
