id,name,tax_payer_company/id,tax_payer_partner/id,withholding_calc_id/id,withholding_id/id,withholding_cate_product/id
R313,RETENCION 10% Renta Ventas 308,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_01,withholding_odoo.w28,withholding_odoo.3,withholding_odoo.category_3
R314,RETENCION 10% Renta Ventas 308,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_02,withholding_odoo.w28,withholding_odoo.3,withholding_odoo.category_3
R315,RETENCION 10% Renta Ventas 308,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_03,withholding_odoo.w28,withholding_odoo.3,withholding_odoo.category_3
R316,RETENCION 10% Renta Ventas 308,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_04,withholding_odoo.w28,withholding_odoo.3,withholding_odoo.category_3
R317,RETENCION 1.75% Renta Ventas 309,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_01,withholding_odoo.w29,withholding_odoo.3,withholding_odoo.category_4
R318,RETENCION 1.75% Renta Ventas 309,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_02,withholding_odoo.w29,withholding_odoo.3,withholding_odoo.category_4
R319,RETENCION 1.75% Renta Ventas 309,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w29,withholding_odoo.3,withholding_odoo.category_4
R320,RETENCION 1.75% Renta Ventas 309,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w29,withholding_odoo.3,withholding_odoo.category_4
R321,RETENCION 1.75% Renta Ventas 309,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_01,withholding_odoo.w29,withholding_odoo.3,withholding_odoo.category_4
R322,RETENCION 1.75% Renta Ventas 309,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_02,withholding_odoo.w29,withholding_odoo.3,withholding_odoo.category_4
R323,RETENCION 1.75% Renta Ventas 309,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_03,withholding_odoo.w29,withholding_odoo.3,withholding_odoo.category_4
R324,RETENCION 1.75% Renta Ventas 309,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_04,withholding_odoo.w29,withholding_odoo.3,withholding_odoo.category_4
R325,RETENCION 1.75% Renta Ventas 309,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_01,withholding_odoo.w29,withholding_odoo.3,withholding_odoo.category_4
R326,RETENCION 1.75% Renta Ventas 309,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_02,withholding_odoo.w29,withholding_odoo.3,withholding_odoo.category_4
R327,RETENCION 1.75% Renta Ventas 309,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_03,withholding_odoo.w29,withholding_odoo.3,withholding_odoo.category_4
R328,RETENCION 1.75% Renta Ventas 309,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_04,withholding_odoo.w29,withholding_odoo.3,withholding_odoo.category_4
R329,RETENCION 1.75% Renta Ventas 309,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_01,withholding_odoo.w29,withholding_odoo.3,withholding_odoo.category_4
R330,RETENCION 1.75% Renta Ventas 309,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_02,withholding_odoo.w29,withholding_odoo.3,withholding_odoo.category_4
R331,RETENCION 1.75% Renta Ventas 309,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_03,withholding_odoo.w29,withholding_odoo.3,withholding_odoo.category_4
R332,RETENCION 1.75% Renta Ventas 309,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_04,withholding_odoo.w29,withholding_odoo.3,withholding_odoo.category_4
R333,RETENCION 1% Renta Ventas 310,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_01,withholding_odoo.w30,withholding_odoo.3,withholding_odoo.category_5
R334,RETENCION 1% Renta Ventas 310,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_02,withholding_odoo.w30,withholding_odoo.3,withholding_odoo.category_5
R335,RETENCION 1% Renta Ventas 310,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w30,withholding_odoo.3,withholding_odoo.category_5
R336,RETENCION 1% Renta Ventas 310,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w30,withholding_odoo.3,withholding_odoo.category_5
R337,RETENCION 1% Renta Ventas 310,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_01,withholding_odoo.w30,withholding_odoo.3,withholding_odoo.category_5
R338,RETENCION 1% Renta Ventas 310,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_02,withholding_odoo.w30,withholding_odoo.3,withholding_odoo.category_5
R339,RETENCION 1% Renta Ventas 310,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_03,withholding_odoo.w30,withholding_odoo.3,withholding_odoo.category_5
R340,RETENCION 1% Renta Ventas 310,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_04,withholding_odoo.w30,withholding_odoo.3,withholding_odoo.category_5
R341,RETENCION 1% Renta Ventas 310,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_01,withholding_odoo.w30,withholding_odoo.3,withholding_odoo.category_5
R342,RETENCION 1% Renta Ventas 310,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_02,withholding_odoo.w30,withholding_odoo.3,withholding_odoo.category_5
R343,RETENCION 1% Renta Ventas 310,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_03,withholding_odoo.w30,withholding_odoo.3,withholding_odoo.category_5
R344,RETENCION 1% Renta Ventas 310,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_04,withholding_odoo.w30,withholding_odoo.3,withholding_odoo.category_5
R345,RETENCION 1% Renta Ventas 310,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_01,withholding_odoo.w30,withholding_odoo.3,withholding_odoo.category_5
R346,RETENCION 1% Renta Ventas 310,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_02,withholding_odoo.w30,withholding_odoo.3,withholding_odoo.category_5
R347,RETENCION 1% Renta Ventas 310,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_03,withholding_odoo.w30,withholding_odoo.3,withholding_odoo.category_5
R348,RETENCION 1% Renta Ventas 310,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_04,withholding_odoo.w30,withholding_odoo.3,withholding_odoo.category_5
R349,RETENCION 1.75% Renta Ventas 312,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_01,withholding_odoo.w31,withholding_odoo.3,withholding_odoo.category_6
R350,RETENCION 1.75% Renta Ventas 312,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_02,withholding_odoo.w31,withholding_odoo.3,withholding_odoo.category_6
R351,RETENCION 1.75% Renta Ventas 312,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w31,withholding_odoo.3,withholding_odoo.category_6
R352,RETENCION 1.75% Renta Ventas 312,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w31,withholding_odoo.3,withholding_odoo.category_6
R353,RETENCION 1.75% Renta Ventas 312,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_01,withholding_odoo.w31,withholding_odoo.3,withholding_odoo.category_6
R354,RETENCION 1.75% Renta Ventas 312,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_02,withholding_odoo.w31,withholding_odoo.3,withholding_odoo.category_6
R355,RETENCION 1.75% Renta Ventas 312,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_03,withholding_odoo.w31,withholding_odoo.3,withholding_odoo.category_6
R356,RETENCION 1.75% Renta Ventas 312,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_04,withholding_odoo.w31,withholding_odoo.3,withholding_odoo.category_6
R357,RETENCION 1.75% Renta Ventas 312,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_01,withholding_odoo.w31,withholding_odoo.3,withholding_odoo.category_6
R358,RETENCION 1.75% Renta Ventas 312,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_02,withholding_odoo.w31,withholding_odoo.3,withholding_odoo.category_6
R359,RETENCION 1.75% Renta Ventas 312,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_03,withholding_odoo.w31,withholding_odoo.3,withholding_odoo.category_6
R360,RETENCION 1.75% Renta Ventas 312,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_04,withholding_odoo.w31,withholding_odoo.3,withholding_odoo.category_6
R361,RETENCION 1.75% Renta Ventas 312,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_01,withholding_odoo.w31,withholding_odoo.3,withholding_odoo.category_6
R362,RETENCION 1.75% Renta Ventas 312,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_02,withholding_odoo.w31,withholding_odoo.3,withholding_odoo.category_6
R363,RETENCION 1.75% Renta Ventas 312,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_03,withholding_odoo.w31,withholding_odoo.3,withholding_odoo.category_6
R364,RETENCION 1.75% Renta Ventas 312,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_04,withholding_odoo.w31,withholding_odoo.3,withholding_odoo.category_6
R365,RETENCION 1% Renta Ventas 343,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_01,withholding_odoo.w32,withholding_odoo.3,withholding_odoo.category_19
R366,RETENCION 1% Renta Ventas 343,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_02,withholding_odoo.w32,withholding_odoo.3,withholding_odoo.category_19
R367,RETENCION 1% Renta Ventas 343,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_03,withholding_odoo.w32,withholding_odoo.3,withholding_odoo.category_19
R368,RETENCION 1% Renta Ventas 343,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_04,withholding_odoo.w32,withholding_odoo.3,withholding_odoo.category_19
R369,RETENCION 1% Renta Ventas 343,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_01,withholding_odoo.w32,withholding_odoo.3,withholding_odoo.category_19
R370,RETENCION 1% Renta Ventas 343,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_02,withholding_odoo.w32,withholding_odoo.3,withholding_odoo.category_19
R371,RETENCION 1% Renta Ventas 343,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_03,withholding_odoo.w32,withholding_odoo.3,withholding_odoo.category_19
R372,RETENCION 1% Renta Ventas 343,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_04,withholding_odoo.w32,withholding_odoo.3,withholding_odoo.category_19
R373,RETENCION 1% Renta Ventas 343,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_01,withholding_odoo.w32,withholding_odoo.3,withholding_odoo.category_19
R374,RETENCION 1% Renta Ventas 343,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_02,withholding_odoo.w32,withholding_odoo.3,withholding_odoo.category_19
R375,RETENCION 1% Renta Ventas 343,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_03,withholding_odoo.w32,withholding_odoo.3,withholding_odoo.category_19
R376,RETENCION 1% Renta Ventas 343,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_04,withholding_odoo.w32,withholding_odoo.3,withholding_odoo.category_19
R377,RETENCION 1% Renta Ventas 343,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_01,withholding_odoo.w32,withholding_odoo.3,withholding_odoo.category_19
R378,RETENCION 1% Renta Ventas 343,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_02,withholding_odoo.w32,withholding_odoo.3,withholding_odoo.category_19
R379,RETENCION 1% Renta Ventas 343,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w32,withholding_odoo.3,withholding_odoo.category_19
R380,RETENCION 1% Renta Ventas 343,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w32,withholding_odoo.3,withholding_odoo.category_19
R381,RETENCION 8% Renta Ventas 320,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_01,withholding_odoo.w33,withholding_odoo.3,withholding_odoo.category_8
R382,RETENCION 8% Renta Ventas 320,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_02,withholding_odoo.w33,withholding_odoo.3,withholding_odoo.category_8
R383,RETENCION 8% Renta Ventas 320,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w33,withholding_odoo.3,withholding_odoo.category_8
R384,RETENCION 8% Renta Ventas 320,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w33,withholding_odoo.3,withholding_odoo.category_8
R385,RETENCION 8% Renta Ventas 320,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_01,withholding_odoo.w33,withholding_odoo.3,withholding_odoo.category_8
R386,RETENCION 8% Renta Ventas 320,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_02,withholding_odoo.w33,withholding_odoo.3,withholding_odoo.category_8
R387,RETENCION 8% Renta Ventas 320,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_03,withholding_odoo.w33,withholding_odoo.3,withholding_odoo.category_8
R388,RETENCION 8% Renta Ventas 320,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_04,withholding_odoo.w33,withholding_odoo.3,withholding_odoo.category_8
R389,RETENCION 8% Renta Ventas 320,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_01,withholding_odoo.w33,withholding_odoo.3,withholding_odoo.category_8
R390,RETENCION 8% Renta Ventas 320,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_02,withholding_odoo.w33,withholding_odoo.3,withholding_odoo.category_8
R391,RETENCION 8% Renta Ventas 320,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_03,withholding_odoo.w33,withholding_odoo.3,withholding_odoo.category_8
R392,RETENCION 8% Renta Ventas 320,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_04,withholding_odoo.w33,withholding_odoo.3,withholding_odoo.category_8
R393,RETENCION 8% Renta Ventas 320,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_01,withholding_odoo.w33,withholding_odoo.3,withholding_odoo.category_8
R394,RETENCION 8% Renta Ventas 320,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_02,withholding_odoo.w33,withholding_odoo.3,withholding_odoo.category_8
R395,RETENCION 8% Renta Ventas 320,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_03,withholding_odoo.w33,withholding_odoo.3,withholding_odoo.category_8
R396,RETENCION 8% Renta Ventas 320,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_04,withholding_odoo.w33,withholding_odoo.3,withholding_odoo.category_8
R397,RETENCION 1.75% Renta Ventas 322,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_01,withholding_odoo.w34,withholding_odoo.3,withholding_odoo.category_9
R398,RETENCION 1.75% Renta Ventas 322,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_02,withholding_odoo.w34,withholding_odoo.3,withholding_odoo.category_9
R399,RETENCION 1.75% Renta Ventas 322,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w34,withholding_odoo.3,withholding_odoo.category_9
R400,RETENCION 1.75% Renta Ventas 322,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w34,withholding_odoo.3,withholding_odoo.category_9
R401,RETENCION 1.75% Renta Ventas 322,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_01,withholding_odoo.w34,withholding_odoo.3,withholding_odoo.category_9
R402,RETENCION 1.75% Renta Ventas 322,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_02,withholding_odoo.w34,withholding_odoo.3,withholding_odoo.category_9
R403,RETENCION 1.75% Renta Ventas 322,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_03,withholding_odoo.w34,withholding_odoo.3,withholding_odoo.category_9
R404,RETENCION 1.75% Renta Ventas 322,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_04,withholding_odoo.w34,withholding_odoo.3,withholding_odoo.category_9
R405,RETENCION 1.75% Renta Ventas 322,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_01,withholding_odoo.w34,withholding_odoo.3,withholding_odoo.category_9
R406,RETENCION 1.75% Renta Ventas 322,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_02,withholding_odoo.w34,withholding_odoo.3,withholding_odoo.category_9
R407,RETENCION 1.75% Renta Ventas 322,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_03,withholding_odoo.w34,withholding_odoo.3,withholding_odoo.category_9
R408,RETENCION 1.75% Renta Ventas 322,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_04,withholding_odoo.w34,withholding_odoo.3,withholding_odoo.category_9
R409,RETENCION 1.75% Renta Ventas 322,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_01,withholding_odoo.w34,withholding_odoo.3,withholding_odoo.category_9
R410,RETENCION 1.75% Renta Ventas 322,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_02,withholding_odoo.w34,withholding_odoo.3,withholding_odoo.category_9
R411,RETENCION 1.75% Renta Ventas 322,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_03,withholding_odoo.w34,withholding_odoo.3,withholding_odoo.category_9
R412,RETENCION 1.75% Renta Ventas 322,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_04,withholding_odoo.w34,withholding_odoo.3,withholding_odoo.category_9
R413,RETENCION 0% Renta Ventas 332,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_01,withholding_odoo.w35,withholding_odoo.3,withholding_odoo.category_14
R414,RETENCION 0% Renta Ventas 332,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_02,withholding_odoo.w35,withholding_odoo.3,withholding_odoo.category_14
R415,RETENCION 0% Renta Ventas 332,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w35,withholding_odoo.3,withholding_odoo.category_14
R416,RETENCION 0% Renta Ventas 332,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w35,withholding_odoo.3,withholding_odoo.category_14
R417,RETENCION 0% Renta Ventas 332,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_01,withholding_odoo.w35,withholding_odoo.3,withholding_odoo.category_14
R418,RETENCION 0% Renta Ventas 332,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_02,withholding_odoo.w35,withholding_odoo.3,withholding_odoo.category_14
R419,RETENCION 0% Renta Ventas 332,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_03,withholding_odoo.w35,withholding_odoo.3,withholding_odoo.category_14
R420,RETENCION 0% Renta Ventas 332,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_04,withholding_odoo.w35,withholding_odoo.3,withholding_odoo.category_14
R421,RETENCION 0% Renta Ventas 332,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_01,withholding_odoo.w35,withholding_odoo.3,withholding_odoo.category_14
R422,RETENCION 0% Renta Ventas 332,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_02,withholding_odoo.w35,withholding_odoo.3,withholding_odoo.category_14
R423,RETENCION 0% Renta Ventas 332,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_03,withholding_odoo.w35,withholding_odoo.3,withholding_odoo.category_14
R424,RETENCION 0% Renta Ventas 332,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_04,withholding_odoo.w35,withholding_odoo.3,withholding_odoo.category_14
R425,RETENCION 0% Renta Ventas 332,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_01,withholding_odoo.w35,withholding_odoo.3,withholding_odoo.category_14
R426,RETENCION 0% Renta Ventas 332,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_02,withholding_odoo.w35,withholding_odoo.3,withholding_odoo.category_14
R427,RETENCION 0% Renta Ventas 332,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_03,withholding_odoo.w35,withholding_odoo.3,withholding_odoo.category_14
R428,RETENCION 0% Renta Ventas 332,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_04,withholding_odoo.w35,withholding_odoo.3,withholding_odoo.category_14
R429,RETENCION 2.75% Renta Ventas 3440,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_01,withholding_odoo.w36,withholding_odoo.3,withholding_odoo.category_26
R430,RETENCION 2.75% Renta Ventas 3440,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_02,withholding_odoo.w36,withholding_odoo.3,withholding_odoo.category_26
R431,RETENCION 2.75% Renta Ventas 3440,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w36,withholding_odoo.3,withholding_odoo.category_26
R432,RETENCION 2.75% Renta Ventas 3440,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w36,withholding_odoo.3,withholding_odoo.category_26
R433,RETENCION 2.75% Renta Ventas 3440,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_01,withholding_odoo.w36,withholding_odoo.3,withholding_odoo.category_26
R434,RETENCION 2.75% Renta Ventas 3440,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_02,withholding_odoo.w36,withholding_odoo.3,withholding_odoo.category_26
R435,RETENCION 2.75% Renta Ventas 3440,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_03,withholding_odoo.w36,withholding_odoo.3,withholding_odoo.category_26
R436,RETENCION 2.75% Renta Ventas 3440,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_04,withholding_odoo.w36,withholding_odoo.3,withholding_odoo.category_26
R437,RETENCION 2.75% Renta Ventas 3440,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_01,withholding_odoo.w36,withholding_odoo.3,withholding_odoo.category_26
R438,RETENCION 2.75% Renta Ventas 3440,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_02,withholding_odoo.w36,withholding_odoo.3,withholding_odoo.category_26
R439,RETENCION 2.75% Renta Ventas 3440,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_03,withholding_odoo.w36,withholding_odoo.3,withholding_odoo.category_26
R440,RETENCION 2.75% Renta Ventas 3440,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_04,withholding_odoo.w36,withholding_odoo.3,withholding_odoo.category_26
R441,RETENCION 2.75% Renta Ventas 3440,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_01,withholding_odoo.w36,withholding_odoo.3,withholding_odoo.category_26
R442,RETENCION 2.75% Renta Ventas 3440,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_02,withholding_odoo.w36,withholding_odoo.3,withholding_odoo.category_26
R443,RETENCION 2.75% Renta Ventas 3440,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_03,withholding_odoo.w36,withholding_odoo.3,withholding_odoo.category_26
R444,RETENCION 2.75% Renta Ventas 3440,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_04,withholding_odoo.w36,withholding_odoo.3,withholding_odoo.category_26
R445,RETENCION 1.75% Renta Ventas 319,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_01,withholding_odoo.w37,withholding_odoo.3,withholding_odoo.category_7
R446,RETENCION 1.75% Renta Ventas 319,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_02,withholding_odoo.w37,withholding_odoo.3,withholding_odoo.category_7
R447,RETENCION 1.75% Renta Ventas 319,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w37,withholding_odoo.3,withholding_odoo.category_7
R448,RETENCION 1.75% Renta Ventas 319,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w37,withholding_odoo.3,withholding_odoo.category_7
R449,RETENCION 1.75% Renta Ventas 319,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_01,withholding_odoo.w37,withholding_odoo.3,withholding_odoo.category_7
R450,RETENCION 1.75% Renta Ventas 319,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_02,withholding_odoo.w37,withholding_odoo.3,withholding_odoo.category_7
R451,RETENCION 1.75% Renta Ventas 319,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_03,withholding_odoo.w37,withholding_odoo.3,withholding_odoo.category_7
R452,RETENCION 1.75% Renta Ventas 319,l10n_ec_par.tax_id_type_01,l10n_ec_par.tax_id_type_04,withholding_odoo.w37,withholding_odoo.3,withholding_odoo.category_7
R453,RETENCION 1.75% Renta Ventas 319,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_01,withholding_odoo.w37,withholding_odoo.3,withholding_odoo.category_7
R454,RETENCION 1.75% Renta Ventas 319,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_02,withholding_odoo.w37,withholding_odoo.3,withholding_odoo.category_7
R455,RETENCION 1.75% Renta Ventas 319,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_03,withholding_odoo.w37,withholding_odoo.3,withholding_odoo.category_7
R456,RETENCION 1.75% Renta Ventas 319,l10n_ec_par.tax_id_type_02,l10n_ec_par.tax_id_type_04,withholding_odoo.w37,withholding_odoo.3,withholding_odoo.category_7
R457,RETENCION 1.75% Renta Ventas 319,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_01,withholding_odoo.w37,withholding_odoo.3,withholding_odoo.category_7
R458,RETENCION 1.75% Renta Ventas 319,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_02,withholding_odoo.w37,withholding_odoo.3,withholding_odoo.category_7
R459,RETENCION 1.75% Renta Ventas 319,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_03,withholding_odoo.w37,withholding_odoo.3,withholding_odoo.category_7
R460,RETENCION 1.75% Renta Ventas 319,l10n_ec_par.tax_id_type_03,l10n_ec_par.tax_id_type_04,withholding_odoo.w37,withholding_odoo.3,withholding_odoo.category_7
R461,RETENCION 25% Renta Ventas 421,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_01,withholding_odoo.w38,withholding_odoo.3,withholding_odoo.category_22
R462,RETENCION 25% Renta Ventas 421,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_02,withholding_odoo.w38,withholding_odoo.3,withholding_odoo.category_22
R463,RETENCION 25% Renta Ventas 421,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_03,withholding_odoo.w38,withholding_odoo.3,withholding_odoo.category_22
R464,RETENCION 25% Renta Ventas 421,l10n_ec_par.tax_id_type_04,l10n_ec_par.tax_id_type_04,withholding_odoo.w38,withholding_odoo.3,withholding_odoo.category_22
